Amplitude
2.403157328234244e-05
8.71550075732629e-06
7.766602826789802e-06
8.106597310412201e-06
1.2338902295171719e-05
9.359749811047905e-06
8.907239217237561e-06
1.1533973351988962e-05
-1.847060665944428e-05
-2.113098865195319e-05
-4.650441420197729e-06
7.404641186920208e-06
3.6339629726858906e-06
-1.1558097028557022e-05
-1.8181765209751596e-05
4.684296101979423e-06
-9.50815549870852e-06
-1.6820746848792221e-06
1.2246164592064644e-05
3.987711822856781e-06
8.32917543923708e-06
4.4896917135844005e-06
-2.1283294591960095e-05
-2.3793630136265372e-05
-8.35725612343231e-06
7.494122177345931e-06
1.1659222866776317e-05
1.5997417400127902e-05
1.4371692773669631e-05
5.617458196596933e-06
-4.631359212490234e-06
-3.7828859227528333e-06
7.961446932651826e-06
-1.74324982351287e-05
-2.2003221514308103e-05
-2.222074966484756e-06
1.5141249842605776e-05
9.18217829945682e-06
9.375470469397458e-07
1.686119454264453e-05
3.525506717485114e-06
-3.82999955288205e-06
-1.620107481215309e-05
-2.7110003036912277e-05
6.435798101714028e-06
2.1338740924509315e-05
1.3353899713786669e-05
2.666863260684493e-05
1.4829944909729268e-07
4.527325097126152e-06
5.334463095485327e-06
-2.3327207259815422e-05
-3.186524243824097e-05
1.2067536466777276e-06
-3.503448327805925e-06
-1.703646301101286e-05
-5.146427389057193e-06
2.7653845828439866e-06
8.239454326857479e-06
1.3465518767184577e-05
1.0024193993180089e-05
-3.1725989894179984e-06
-1.9784638514132395e-06
-1.6460160000890207e-05
-2.0987703935994835e-06
3.351903150933672e-05
5.960552525111887e-06
-7.650572078513018e-06
-1.0816392830102905e-05
-3.014516590066493e-05
-1.0673996900988943e-05
-1.9450037938033542e-05
-1.546397908003091e-05
-3.3203610568688718e-06
4.412235127190623e-06
4.278531706315093e-06
6.635570087811899e-06
-4.4525940165285313e-07
-1.6577704723184177e-05
-7.524135023198918e-06
-3.143845392789174e-06
8.109504794188808e-06
2.0022508646669355e-05
3.2476103562843967e-06
-1.0005763966326607e-06
-1.1882333995806812e-05
2.185334216471827e-05
2.09537427995182e-05
-1.0281668867498278e-06
2.5039456588638292e-05
6.903332887629684e-06
-5.953233329938868e-06
-1.0233741720365257e-05
-7.063983871411697e-06
1.3682594901066004e-05
2.1627393603293325e-05
1.9277174031319407e-05
1.642932669787939e-05
5.850746194373766e-06
-1.4901941784353112e-06
-1.860759847806477e-05
-1.302906023384322e-05
-2.6350288046641884e-05
-2.0634900246340442e-05
-7.307106143198532e-06
-3.971791018471693e-06
4.786669344932174e-06
2.032268155413602e-06
-2.0355065743779372e-05
-3.5333598384635924e-05
-6.910692244503245e-06
9.73921598094178e-06
-4.5133510754246705e-06
5.449153256507086e-06
1.3749512053740018e-05
9.012851013469095e-06
1.3979249639178052e-05
2.1270838671062615e-05
1.030266161727574e-05
-1.1765452104733377e-05
-1.065783695002582e-05
1.9228376603577e-06
6.486760877898087e-06
1.008545766568007e-06
2.9053095649979075e-05
1.5110476445665597e-05
-2.1666517457073923e-05
-2.2387524102748692e-05
-5.88701884789653e-07
1.2422019517202432e-05
8.477935226444327e-06
3.5908061848096715e-05
3.2172710309195864e-05
-3.503735452769025e-06
-5.1653560346446845e-06
-2.611815418973422e-05
-2.0318806597951145e-05
-1.9510138816863913e-06
-1.2010422259592435e-05
-2.039128785006079e-05
-1.279501068785133e-05
5.417473379287918e-07
1.0218321129573045e-05
-8.2454162285664e-06
2.940503012972925e-06
1.1299634033814305e-05
1.136989449186532e-05
1.3146673243919021e-05
-2.9122282424958623e-05
-7.3738409734268825e-06
3.0544286675147363e-06
-1.2610347110197083e-05
1.675901438711071e-05
1.223431338412547e-05
3.2021619674211226e-06
8.990539092668243e-06
1.4476999246019987e-05
2.0542743293084868e-06
-7.884075774701464e-06
-1.6676361465547507e-05
-1.1120697698784192e-05
-1.7416445052384188e-05
-3.6001802996843074e-05
-1.8197277362514844e-05
1.827853210443466e-06
1.64049534292448e-05
1.5263606145965773e-05
5.584146911025631e-06
7.385176389113822e-07
-1.8801541985972593e-06
-8.004242865325256e-07
5.990058397621927e-06
-2.0764801657191143e-06
-9.694506746781202e-06
-6.66024244271776e-06
-1.1967565042670967e-05
-8.58382646585243e-06
-1.7599517571432756e-05
-1.2340794759126347e-05
2.1303929578275497e-07
1.279283187812883e-05
1.2733978086756983e-06
1.2841896260294145e-05
2.4050241720670188e-05
1.4947980679512758e-05
1.2456127800910658e-05
6.560165156199282e-07
-1.377383533627732e-05
-1.6772348443171558e-05
-1.996295281070442e-05
-4.440947727243777e-06
-1.4505393533546017e-07
7.683521234368132e-06
-2.4960876480340865e-06
9.350577383280064e-06
1.1743476647221371e-05
4.278515577957358e-06
5.695047299391132e-06
-7.194944031443989e-06
-1.3309326326760487e-05
-1.7281184326999637e-05
-3.920128054268626e-06
1.5304883867328887e-05
2.1288389358464785e-05
3.302242385995984e-05
1.9367642399742033e-05
5.816076370755024e-06
-6.453994754118233e-06
-1.923521138505471e-05
-2.0320505873334875e-05
-1.215972535160408e-05
2.312463087510322e-07
1.2778566657305584e-05
4.2079612985068064e-07
-3.5048549217652925e-06
-5.291156822186951e-06
9.662849780598131e-07
-1.330970414162579e-05
-1.925464602519146e-05
-2.5473117083247308e-05
4.2677792077713885e-07
2.647593809610041e-06
-1.8651799184202308e-06
8.14140030565825e-06
6.001723357822397e-06
1.4204039401496117e-05
1.848331109179756e-05
1.5316131320068145e-05
1.1848494724065499e-05
2.008131052267806e-05
3.5459617333627173e-06
-2.850594298960186e-05
-1.2264722741010387e-05
1.9902404517799747e-05
-4.843886301776078e-06
-1.3599377442836325e-05
8.277358679385411e-06
3.127716078602994e-05
-1.0068173345321413e-06
-1.6253986876032864e-05
-2.747339291708127e-06
-8.482972197912809e-06
-1.0787053340750974e-05
6.541266122204992e-06
1.7549899964634361e-06
4.4904150419362556e-08
-1.066236705928971e-05
1.0689173521699842e-05
6.4250000043930545e-06
-2.141658249969286e-06
7.480889998929698e-06
-8.636483455556609e-06
-2.565541857611521e-05
-1.8841348721095923e-05
-1.0312866592856049e-05
-2.1091409770098826e-05
2.4512089902787443e-06
2.2206974489557256e-05
2.655271444473045e-06
2.839549413107177e-05
-7.342305422659886e-06
-2.7133983577448708e-05
-1.0098709278251738e-05
1.0618861881525722e-05
5.571426581669455e-06
2.4039133085186766e-05
2.4389330170563683e-05
2.2950893074919442e-05
-7.975190235359594e-06
-2.103671987581524e-05
6.54599882389099e-08
-7.145515356768927e-06
-4.653944051600567e-06
-1.6827098673281914e-05
9.817252154432882e-06
7.592243303963757e-06
1.5997891253359122e-05
2.990929909493351e-05
4.384596087782729e-06
5.735199852461618e-06
-8.348036454312309e-06
-1.1457614255767082e-05
-4.277331146373493e-06
-7.593440741780164e-07
-6.989610281946016e-06
2.6998669513808055e-06
1.6366346139772056e-05
5.820758673529301e-06
-1.0961347461392675e-06
-1.043809614997329e-05
1.529360539031606e-05
1.2618389461033498e-05
2.904815950785721e-06
-1.8239128975292177e-05
-2.768223982962348e-05
2.4824378453722592e-06
-1.4017620513880778e-06
9.674782433825654e-06
1.1025541363149427e-05
-4.527743253726765e-06
-4.7256084343255215e-06
5.357920419634084e-06
1.2822094645448117e-05
-4.0005462403913505e-06
-6.766210558465461e-06
1.1317887690610585e-06
3.053318127064261e-06
-3.6787207907721453e-06
-2.151780078220208e-07
1.5975820151745012e-05
1.6498546827841123e-05
1.4181709810673814e-05
-1.4194117852158391e-05
-1.9795756568950683e-05
-7.517656194700099e-06
4.422780051270724e-06
1.95327767266155e-06
-2.0574457666101604e-05
-5.53330317242937e-06
-8.276794493406028e-06
8.64195433218751e-06
1.5746084722523903e-05
-1.0421705207933545e-05
-3.133694911475922e-06
1.4140011831514028e-06
1.7813602515733886e-05
1.324155455221851e-05
8.563922475057053e-06
-1.1591605853747006e-05
-1.8305009071724358e-05
-2.023536520614705e-06
1.1950134272819669e-05
-5.895132548554432e-07
-6.070312263381254e-06
-1.9467849837435506e-05
-1.6983804341586452e-05
4.83722849397042e-06
-7.76223278174665e-06
