Timestamp,Topic,Message
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/N,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/N"",
  ""acqDateTime"": ""2025-02-12T13:01:18.46+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 15000.0,
  ""valueAsString"": ""15000"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1740454Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Nw,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Nw"",
  ""acqDateTime"": ""2025-02-12T13:01:18.46+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1780469Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/N\s,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/N\\s"",
  ""acqDateTime"": ""2025-02-12T13:01:18.46+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1790475Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Sync Amplitude,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Sync Amplitude"",
  ""acqDateTime"": ""2025-02-12T13:01:18.46+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 2.3005900382995605,
  ""valueAsString"": ""2.30059003829956"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1810437Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Sync Frequency,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Statistical Parameters/Sync Frequency"",
  ""acqDateTime"": ""2025-02-12T13:01:18.46+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 49.955299377441406,
  ""valueAsString"": ""49.9552993774414"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1820466Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Coords,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 1/Coords"",
  ""acqDateTime"": ""2022-07-06T09:28:03.661+07:00"",
  ""dataType"": 1,
  ""valueAsNumeric"": ""NaN"",
  ""valueAsString"": ""TISCADA.DomainDataSource.DataStructures.ClusterFilterAPI"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1830473Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 2/Coords,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 2/Coords"",
  ""acqDateTime"": ""2022-07-06T09:28:03.682+07:00"",
  ""dataType"": 1,
  ""valueAsNumeric"": ""NaN"",
  ""valueAsString"": ""TISCADA.DomainDataSource.DataStructures.ClusterFilterAPI"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1840462Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 3/Coords,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 0/Area 3/Coords"",
  ""acqDateTime"": ""2022-07-06T09:28:03.714+07:00"",
  ""dataType"": 1,
  ""valueAsNumeric"": ""NaN"",
  ""valueAsString"": ""TISCADA.DomainDataSource.DataStructures.ClusterFilterAPI"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1850466Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/QMax95,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/QMax95"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 4.6856897324323654,
  ""valueAsString"": ""4.68568973243237"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1860468Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/N,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/N"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 15000.0,
  ""valueAsString"": ""15000"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1870463Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Nw,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Nw"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 11.562569833360065,
  ""valueAsString"": ""11.5625698333601"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1890417Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/N\s,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/N\\s"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 577.61163759807494,
  ""valueAsString"": ""577.611637598075"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.190042Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Sync Amplitude,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Sync Amplitude"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 2.3005900382995605,
  ""valueAsString"": ""2.30059003829956"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.191044Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Sync Frequency,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Ch2/Subsession 1/Area Entire/Statistical Parameters/Sync Frequency"",
  ""acqDateTime"": ""2025-02-12T13:02:16.51+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 49.955299377441406,
  ""valueAsString"": ""49.9552993774414"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.191044Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Colorcode,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel2/Colorcode"",
  ""acqDateTime"": ""0001-01-01T00:00:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 2.0,
  ""valueAsString"": ""2"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1926691Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Alarm Summary,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Alarm Summary"",
  ""acqDateTime"": ""0001-01-01T00:00:00+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1930459Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/QMax95,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/QMax95"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.11328125,
  ""valueAsString"": ""0.11328125"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1940461Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/N,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/N"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 15000.0,
  ""valueAsString"": ""15000"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1950495Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Nw,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Nw"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 9.7060602286756286,
  ""valueAsString"": ""9.70606022867563"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1960523Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/N\s,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/N\\s"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 485.52623926702842,
  ""valueAsString"": ""485.526239267028"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1960523Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Sync Amplitude,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Sync Amplitude"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 2.3034100532531738,
  ""valueAsString"": ""2.30341005325317"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1970466Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Sync Frequency,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Entire/Statistical Parameters/Sync Frequency"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 50.022998809814453,
  ""valueAsString"": ""50.0229988098145"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1980444Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/QMax95,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/QMax95"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.1990432Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/N,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/N"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 15000.0,
  ""valueAsString"": ""15000"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2001443Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Nw,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Nw"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2010439Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/N\s,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/N\\s"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.0,
  ""valueAsString"": ""0"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2010439Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Sync Amplitude,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Sync Amplitude"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 2.3034100532531738,
  ""valueAsString"": ""2.30341005325317"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2020431Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Sync Frequency,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area Complementary/Statistical Parameters/Sync Frequency"",
  ""acqDateTime"": ""2025-02-12T13:02:54.45+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 50.022998809814453,
  ""valueAsString"": ""50.0229988098145"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2030428Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/QMax Th1,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/QMax Th1"",
  ""acqDateTime"": ""2024-04-04T14:15:55.844+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.2,
  ""valueAsString"": ""0.2"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2040491Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/QMax Th2,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/QMax Th2"",
  ""acqDateTime"": ""2024-04-04T14:15:55.85+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 0.4,
  ""valueAsString"": ""0.4"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2040491Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Acquisition Number,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Acquisition Number"",
  ""acqDateTime"": ""2024-04-04T14:15:55.856+07:00"",
  ""dataType"": 4,
  ""valueAsNumeric"": 6.0,
  ""valueAsString"": ""6"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2050455Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Attenuation Factor,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Attenuation Factor"",
  ""acqDateTime"": ""2024-04-04T14:15:55.862+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 1.0,
  ""valueAsString"": ""1"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2061388Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Risk Factor Ns,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Risk Factor Ns"",
  ""acqDateTime"": ""2024-04-04T14:15:55.869+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 100000.0,
  ""valueAsString"": ""100000"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2070479Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
2025-02-12 21:46:02,tiscada/data/acquisition/PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Risk Factor QMax,"{
  ""nodePath"": ""PTTGC6/SS_02/GEN_1/PDSCOPE 1/Channel3/Ch3/Subsession 0/Area 1/Algorithm Parameters/Risk Factor QMax"",
  ""acqDateTime"": ""2024-04-04T14:15:55.875+07:00"",
  ""dataType"": 3,
  ""valueAsNumeric"": 1.0,
  ""valueAsString"": ""1"",
  ""qtyName"": null,
  ""messageTimeStamp"": ""2025-02-12T14:46:02.2080443Z"",
  ""qualityCode"": {
    ""Validity"": ""Good"",
    ""DetailQuality"": null,
    ""Source"": ""Process"",
    ""test"": null,
    ""operatorBlocked"": null,
    ""disconnected"": null
  }
}"
